20010401,Large Anemo Slime
20010402,Large Anemo Slime (Mechanicus)
20010403,Slime_Wind_03_AttackEnhance
20010501,Electro Slime
20010502,Electro Slime (Mechanicus)
20010503,Slime_Electric_02_SimpleStick
20010601,Large Electro Slime
20010602,Large Electro Slime (Mechanicus)
20010604,Slime_Electric_03_AttackEnhance
20010605,Slime_Electric_03_SimpleStick
20010701,Mutant Electro Slime
20010702,Slime_Electric_03_Positive_AttackEnhance
20010703,Mutant Electro Slime (Mechanicus)
20010801,Cryo Slime
20010802,Cryo Slime - Dragonspine Event
20010803,Cryo Slime (Mechanicus)
20010901,Large Cryo Slime
20010902,Large Cryo Slime - Snowy Mountain Event
20010903,Large Cryo Slime (Mechanicus)
20010904,Slime_Ice_03_AttackEnhance
20010905,Slime_Ice_03_SimpleStick
20011001,Hydro Slime
20011002,Hydro Slime (Mechanicus)
20011101,Large Hydro Slime
20011102,Large Hydro Slime (Mechanicus)
20011103,Slime_Water_03_AttackEnhance
20011201,Pyro Slime
20011202,Pyro Slime
20011203,Pyro Slime (Mechanicus)
20011204,Slime_Fire_02_SimpleStick
20011301,Large Pyro Slime
20011302,Large Pyro Slime (Mechanicus)
20011304,Slime_Fire_03_AttackEnhance
20011305,Slime_Fire_03_SimpleStick
20011401,Geo Slime
20011402,Geo Slime (Mechanicus)
20011501,Large Geo Slime
20011502,Slime_Rock_03_AttackEnhance
20011503,Large Geo Slime (Mechanicus)
20011601,Hydro Hypostasis Summon: Split (L)
20011701,Hydro Hypostasis Summon: Split (S)
20011801,Hydro Hypostasis Summon: Self-Destruct
20011901,Hydro Hypostasis Summon: Heal
20012001,Effigy_Water_Underling_Ooze_05
20012101,Effigy_Water_Underling_Ooze_06
20012201,Effigy_Water_Underling_Ooze_07
20020101,Eye of the Storm
20040101,Electro Hypostasis - Aleph
20040102,(Event) Electro Hypostasis - Aleph
20040201,Anemo Hypostasis - Beth
20040202,(Event) Anemo Hypostasis - Beth
20040301,Geo Hypostasis: Gimel
20040302,(Event) Geo Hypostasis - Gimel
20040401,Hydro Hypostasis
20040402,Effigy_Water_02
20040501,Cryo Hypostasis - Daleth
20040502,Effigy_Ice_01
20040601,Pyro Hypostasis: Ayin
20040602,Effigy_Fire_02
20040701,Effigy_Grass_01
20040702,Effigy_Grass_02
20050101,Oceanid
20050102,Oceanid (Main Body)
20050201,Oceanid Boar
20050202,Oceanid Boar (Enhanced)
20050203,Monster_Oceanid_Boar_02
20050301,Oceanid Crane
20050302,Monster_Oceanid_Crane
20050401,Oceanid Crab
20050402,Oceanid Crab (Enhanced)
20050403,Monster_Oceanid_Crab
20050501,Oceanid Finch
20050502,Monster_Oceanid_Tit
20050601,Oceanid Mallard
20050602,Oceanid Mallard (Landwalker Version)
20050603,Monster_Oceanid_Wigeon_02
20050701,Oceanid Ferret
20050702,Oceanid Ferret (Enhanced)
20050703,Monster_Oceanid_Squirrel
20050801,Oceanid Frog
20050802,Monster_Oceanid_Frog
20050901,Oceanid Raptor
20060101,Hydro Specter
20060201,Geo Specter
20060301,Anemo Specter
20060401,Sylph_Ice_01
20060501,Sylph_Electric_01
20060601,Sylph_Fire_01
20060701,Sylph_Grass_01
20070101,Thunder Manifestation
21010101,Hilichurl
21010102,Hilichurl (Mechanicus)
21010103,Hili_None_01
21010104,Hili_None_01
21010201,Hilichurl Fighter
21010202,Hili_None_01_Club
21010301,Wooden Shield Hilichurl Guard
21010302,Wooden Shield Hilichurl Guard (Mechanicus)
21010401,Hilichurl Shooter
21010402,Test_Varied Hilichurl Shooter
21010403,Hili_None_01_Range
21010501,Pyro Hilichurl Shooter
21010502,Test_Varied Pyro Hilichurl Shooter
21010601,Hilichurl Grenadier
21010603,Hili_Fire_Bomb_AttackEnhance
21010701,Hilichurl Berserker
21010702,Hilichurl Berserker (Mechanicus)
21010901,Cryo Hilichurl Shooter
21010902,Test_Varied Cryo Hilichurl Shooter
21011001,Electro Hilichurl Shooter
21011002,Test_Varied Electro Hilichurl Shooter
21011201,Rock Shield Hilichurl Guard
21011202,Rock Shield Hilichurl Guard (Mechanicus)
21011301,Cryo Hilichurl Grenadier
21011302,Cryo Hilichurl Grenadier - Enhanced Attack
21011401,Ice Shield Hilichurl Guard
21011402,Ice Shield Hilichurl Guard (Mechanicus)
21011403,Ice Shield Hilichurl Guard: Dragonspine Event
21011501,Unusual Unarmed Hilichurl
21011601,Electro Hilichurl Grenadier
21011602,Electro Hilichurl Grenadier - Enhanced Attack
21020101,Wooden Shieldwall Mitachurl
21020102,Wooden Shieldwall Mitachurl (Mechanicus)
21020201,Blazing Axe Mitachurl
21020202,Brute_None_Axe_AttackEnhance
21020203,Blazing Axe Mitachurl (Mechanicus)
21020301,Rock Shieldwall Mitachurl
21020302,Rock Shieldwall Mitachurl (Mechanicus)
21020401,Frostarm Lawachurl
21020402,Frostarm Lawachurl (Mechanicus)
21020501,Stonehide Lawachurl
21020502,Stonehide Lawachurl (Mechanicus)
21020601,Ice Shieldwall Mitachurl
21020602,Ice Shieldwall Mitachurl (Mechanicus)
21020701,Crackling Axe Mitachurl
21020702,Crackling Axe Mitachurl (Mechanicus)
21020703,Crackling Axe Mitachurl - Enhanced Attack
21020801,Thunderhelm Lawachurl
21020802,Thunderhelm Lawachurl (Mechanicus)
21030101,Hydro Samachurl
21030102,Hydro Samachurl (Mechanicus)
21030103,Test_Movement Healing Hydro Samachurl
21030201,Dendro Samachurl
21030202,Dendro Samachurl (Mechanicus)
21030203,Shaman_Grass_01_SupportEnhance
21030301,Anemo Samachurl
21030302,Anemo Samachurl (Mechanicus)
21030303,Test_Wind Current Enhanced Anemo Samachurl
21030304,Shaman_Wind_01_AttackEnhance
21030401,Geo Samachurl
21030402,Shaman_Rock_01_SupportEnhance
21030403,Geo Samachurl (Mechanicus)
21030501,Cryo Samachurl
21030502,Cryo Samachurl (Mechanicus)
21030601,Electro Samachurl
21030602,Electro Samachurl (Mechanicus)
21030603,Electro Samachurl - Enhanced Support
21040101,Hilistray_Wind_01
21040201,Hilistray_Water_01
22010101,Pyro Abyss Mage
22010102,Test_Shield-Enhanced Pyro Abyss Mage
22010103,Test_Teleport-Enhanced Pyro Abyss Mage
22010104,Test_Attacking-Enhanced Pyro Abyss Mage
22010105,Pyro Abyss Mage (Mechanicus)
22010201,Cryo Abyss Mage
22010202,Test_Shield-Enhanced Cryo Abyss Mage
22010203,Test_Teleport-Enhanced Cryo Abyss Mage
22010204,Test_Attacking-Enhanced Cryo Abyss Mage
22010205,Cryo Abyss Mage (Mechanicus)
22010301,Hydro Abyss Mage
22010302,Test_Shield-Enhanced Hydro Abyss Mage
22010303,Test_Teleport-Enhanced Hydro Abyss Mage
22010304,Test_Attacking-Enhanced Hydro Abyss Mage
22010305,Hydro Abyss Mage (Mechanicus)
22010401,Electro Abyss Mage
22010402,Electro Abyss Mage (Mechanicus)
22010403,Electro Abyss Mage - Enhanced Shield
22010404,Electro Abyss Mage - Enhanced Attack
22020101,Abyss Herald: Wicked Torrents (Disappearing)
22020102,Abyss Herald: Wicked Torrents (Permanent)
22020103,Invoker_Herald_Water_01
22020201,Invoker_Herald_Ice_01
22030101,Abyss Lector: Violet Lightning (Disappearing)
22030102,Abyss Lector: Violet Lightning (Permanent)
22030103,Invoker_Deacon_Electric_01
22030201,Invoker_Deacon_Fire_01
22030202,Invoker_Deacon_Fire_01
22040101,Rockfond Rifthound Whelp
22040102,Hound_Kanis_Rock_01_Crystallization
22040201,Thundercraven Rifthound Whelp
22040202,Hound_Kanis_Electric_01_Crystallization
22050101,Rockfond Rifthound
22050102,Hound_Riftstalker_Rock_01_Crystallization
22050201,Thundercraven Rifthound
22050202,Hound_Riftstalker_Electric_01_Crystallization
22060101,Golden Wolflord
22070101,ForlornVessel_Strong_Warbanner_Fire_01
22070102,ForlornVessel_Strong_Warbanner_Fire_02
22070201,ForlornVessel_Strong_Lance_Water_01
22070202,ForlornVessel_Strong_Lance_Water_02
22070301,ForlornVessel_Strong_Chargebow_Ice_01
22070302,ForlornVessel_Strong_Chargebow_Ice_02
22080101,Darkwraith_Strong_Wind_01
22080201,Darkwraith_Fat_Rock_01
22090101,Darksign_Shadow_01
22100101,Invoker_Archdeacon_01
22100201,Invoker_Archdeacon_01
22100301,Invoker_Archdeacon_01
22100401,Invoker_Archdeacon_01
22100501,Invoker_Archdeacon_01
23010101,Skirmisher_Male_Fat_SprayGun_Ice_01
23010201,Skirmisher_Male_Fat_SprayGun_Water_01
23010301,Skirmisher_Male_Strong_GreatHammer_Electric_01
23010401,Skirmisher_Male_Standard_Staff_Rock_01
23010501,Skirmisher_Male_Strong_Gloves_Wind_01
23010601,Skirmisher_Male_Standard_Rifle_Fire_01
23020101,Fatui Agent
23020102,Fatuus_Fire_01_AttackEnhance
23030101,Fatui Electro Cicin Mage
23030102,Fatuus_Summoner_01_AttackEnhance
23040101,Fatui Cryo Cicin Mage
23040102,Fatui Cryo Cicin Mage - Enhanced Attack
23050101,Fatui Mirror Maiden
24010101,Ruin Guard
24010102,Ruin Guard (Mechanicus)
24010108,Defender_None_08
24010109,Defender_None_09
24010201,Ruin Hunter
24010202,Ruin Hunter (Mechanicus)
24010301,Ruin Grader
24010302,Ruin Grader (Mechanicus)
24010303,Ruin Grader (Mining Version)
24010304,Konungmathr_None_WQ
24010401,Nithhoggr_None
24020101,Ruin Cruiser
24020102,Ruin Cruiser (Weakened)
24020103,Ruin Cruiser (Enhanced)
24020201,Ruin Destroyer
24020202,Ruin Destroyer (Weakened)
24020203,Ruin Destroyer (Enhanced)
24020301,Ruin Defender
24020302,Ruin Defender (Weakened)
24020303,Ruin Defender (Enhanced)
24020304,Apparatus_Enigma_BionicInsecta_Karkata
24020401,Ruin Scout
24020402,Ruin Scout (Weakened)
24020403,Ruin Scout (Enhanced)
24021101,Perpetual Mechanical Array
24021102,Perpetual Mechanical Array (Inazuma Event-Only)
24030101,Gargoyle_Airborne_01
24030201,Gargoyle_Ground_01
24030301,Gargoyle_Fafnir_01
24040101,Monolith_Ordinator_01
24040201,Monolith_Ordinator_02
24040301,Monolith_Ordinator_03
24050101,Monolith_Starchild
24810101,FungusFighterV2_TowerFire_01
24810201,FungusFighterV2_TowerFire_02
24810301,FungusFighterV2_TowerElectric_01
24810401,FungusFighterV2_TowerElectric_02
24810501,FungusFighterV2_TowerWater_01
24810601,FungusFighterV2_TowerWater_02
24810701,FungusFighterV2_TowerIce_01
24810801,FungusFighterV2_TowerIce_02
24810901,FungusFighterV2_TowerWind_01
24811001,FungusFighterV2_TowerWind_02
24811101,FungusFighterV2_TowerPhysics_01
24920101,Balloon_SlimeBalloon_01
24920201,Balloon_BigSlimeBalloon_01
24920301,Balloon_FugusBalloon_01
24990101,Monster_Alternate_01
25010101,Liuliu
25010102,Mystery Man
25010103,Thoarder_Male_Standard_NoWeapon_01_03
25010104,Thoarder_Male_Standard_NoWeapon_01_04
25010105,Thoarder_Male_Slippie_01
25010106,Thoarder_Male_Slippie_01
25010201,Treasure Hoarder Scout
25010203,Thoarder_Male_Standard_NoWeapon_02_03
25010204,Thoarder_Male_Standard_NoWeapon_02_04
25010205,Thoarder_Male_Standard_NoWeapon_02_05
25010206,Thoarder_Male_Standard_NoWeapon_02_06
25010207,Thoarder_Male_Standard_NoWeapon_02_07
25010208,Thoarder_Male_Standard_NoWeapon_02_08
25010209,Thoarder_Male_Standard_NoWeapon_02_09
25010210,Thoarder_Male_Standard_NoWeapon_02_10
25010211,Thoarder_Male_Standard_NoWeapon_02_11
25010212,Thoarder_Male_Standard_NoWeapon_02_12
25010213,Thoarder_Male_Standard_NoWeapon_02_13
25010301,Thoarder_Male_Standard_NoWeapon_Fire_01
25010302,Thoarder_Male_Standard_NoWeapon_Fire_01
25010401,Thoarder_Male_Standard_NoWeapon_Water_01
25010501,Thoarder_Male_Standard_NoWeapon_Electric_01
25010601,Thoarder_Male_Standard_NoWeapon_Ice_01
25010701,Thoarder_Male_Fat_NoWeapon_01
25020101,Raptor
25020102,Thoarder_Male_Crossbow_01_02
25020201,Treasure Hoarder Marksman
25020204,Thoarder_Male_Standard_Crossbow_02_03
25030101,Carmen
25030102,Thoarder_Male_Fat_Shovel_01
25030103,Thoarder_Male_Fat_Shovel_01
25030201,Treasure Hoarder Gravedigger
25030301,Treasure Hoarder Oarsman
25040101,Boss
25040102,Thoarder_Female_Hatchet_02
25040103,Thoarder_Female_Hatchet_02
25040104,Thoarder_Female_Hatchet_03
25050101,Millelith Soldier
25050201,Millelith Sergeant
25050301,Shogunate Infantry
25050401,Shogunate Infantry Captain
25050402,AahigaruTaisho_Male_01_02
25050501,Sangonomiya Cohort
25050502,Aahigaru_Male_02_02
25050503,Aahigaru_Male_03
25060101,Thoarder_MuscleMan_NoWeapon_01
25060102,Thoarder_MuscleMan_NoWeapon_01_02
25070101,Thoarder_MuscleMan_Hammer_01
25070201,Thoarder_MuscleMan_Hammer_02
25070202,Thoarder_MuscleMan_Hammer_02
25080101,Ronin
25080201,Ronin: Sanzoku
25080202,Samurai_Ronin_04
25080301,Ronin: Anbu
25080401,Shogunate Samurai
25080402,Samurai_Hatamoto_02
25080403,Samurai_Hatamoto_03
25080404,Samurai_Hatamoto_03
25080405,Samurai_Hatamoto_04
25090101,Marionette General
25090102,Marionette General: Wind Bunshin
25090103,Marionette General: Ice Bunshin
25090104,Marionette General: Masked Bunshin
25090105,Samurai_Ningyo_05
25090201,Marionette General: Wind Bunshin (With Icon)
25090301,Marionette General: Ice Bunshin (With Icon)
25090401,Marionette General: Masked Bunshin (With Icon)
25100101,Electro Kairagi
25100102,Samurai_Kairagi_05
25100201,Pyro Kairagi
25100202,Samurai_Kairagi_07
25100301,Thunderwraith Kairagi
25100302,Samurai_Kairagi_06
25100401,Flameghoul Kairagi
25110101,Gator_Eremite_Rock_01
25110102,Gator_Eremite_Rock_02
25110201,Vulture_Eremite_Wind_01
25110202,Vulture_Eremite_Wind_02
25110301,Scorpion_Eremite_Fire_01
25110401,Chrysopelea_Eremite_Grass_01
25210101,Eremite_Female_Hatchet_01
25210102,Eremite_Female_Hatchet_02
25210103,Eremite_Female_Hatchet_03
25210104,EremiteElite_Female_Hatchet_01
25210105,EremiteElite_Female_Hatchet_02
25210106,EremiteElite_Female_Hatchet_03
25210107,Eremite_Female_Hatchet_04
25210108,Eremite_Female_Hatchet_05
25210109,NPC_Quest_Female_Standard_Nailan_20933
25210201,Eremite_Male_Standard_Crossbow_01
25210202,Eremite_Male_Standard_Crossbow_02
25210203,Eremite_Male_Standard_Crossbow_03
25210204,EremiteElite_Male_Standard_Crossbow_01
25210205,EremiteElite_Male_Standard_Crossbow_02
25210206,EremiteElite_Male_Standard_Crossbow_03
25210207,Eremite_Male_Standard_Crossbow_04
25210208,NPC_Quest_Male_Standard_Eremite_01
25210209,NPC_Quest_Male_Standard_Eremite_02
25210210,NPC_Sumeru_Male_Standard_Aderfi_4293
25210211,NPC_Quest_Male_Standard_Assassin02_20940
25210212,NPC_Quest_Male_Standard_Idrisi_13065
25210213,NPC_Quest_Male_Standard_Nasejuna_4283
25210301,Eremite_Male_Standard_Pole_01
25210302,Eremite_Male_Standard_Pole_02
25210303,Eremite_Male_Standard_Pole_03
25210304,EremiteElite_Male_Standard_Pole_01
25210305,EremiteElite_Male_Standard_Pole_02
25210306,EremiteElite_Male_Standard_Pole_03
25210307,Eremite_Male_Standard_Pole_01
25210308,NPC_Sumeru_Male_Standard_Warden03_4298
25210309,NPC_Sumeru_Male_Standard_Warden04_4299
25210401,Eremite_MuscleMan_Gloves_01
25210402,Eremite_MuscleMan_Gloves_02
25210403,Eremite_MuscleMan_Gloves_03
25210404,EremiteElite_MuscleMan_Gloves_01
25210405,EremiteElite_MuscleMan_Gloves_02
25210406,EremiteElite_MuscleMan_Gloves_03
25210407,NPC_Quest_MuscleMan_Standard_Eremite_01
25210408,NPC_Quest_MuscleMan_Standard_Assassin01_20913
25210409,NPC_Quest_MuscleMan_Standard_Tikriti_13108
25210501,Eremite_MuscleMan_Simitar_01
25210502,Eremite_MuscleMan_Simitar_02
25210503,Eremite_MuscleMan_Simitar_03
25210504,EremiteElite_MuscleMan_Simitar_01
25210505,EremiteElite_MuscleMan_Simitar_02
25210506,EremiteElite_MuscleMan_Simitar_03
25210507,Eremite_MuscleMan_Simitar_04
25210508,NPC_Sumeru_MuscleMan_Standard_Yuften_4294
25210509,NPC_Quest_MuscleMan_Standard_Bashar_13107
25210510,NPC_Quest_MuscleMan_Standard_Pyrrho_20927
25210601,Eremite_Male_Standard_NoWeapon_01
25210602,Eremite_Male_Standard_NoWeapon_02
25310101,Eremite_Female_Slim_PushDagger_01
25310102,Eremite_Female_Slim_PushDagger_02
25310201,Eremite_Male_Standard_Glaive_01
25310202,Eremite_Male_Standard_Glaive_02
25310301,Eremite_Male_Standard_Polearm_01
25410101,Eremite_Male_Strong_Katar_01
25410102,Eremite_Male_Strong_Katar_02
25410103,Eremite_Male_Strong_Katar_03
25410201,Eremite_Female_Standard_Longbow_01
25410202,Eremite_Female_Standard_Longbow_02
25410301,Eremite_Female_Standard_Oracle_01
25410302,Eremite_Female_Standard_Oracle_02
25410303,Eremite_Female_Standard_Oracle_03
25410401,Eremite_Female_Standard_Dancer_01
26010101,Cryo Whopperflower
26010102,Cryo Whopperflower (Dragonspine Event)
26010103,Giant Cryo Whopperflower (2.3 Dragonspine Event)
26010104,Mimik_Fel_02
26010201,Pyro Whopperflower
26010301,Electro Whopperflower
26020101,Cryo Regisvine
26020102,Cryo Regisvine (Dragonspine Event)
26020201,Pyro Regisvine
26020301,Regisvine_Electric
26030101,Geovishap Hatchling
26040101,Geovishap: Hydro
26040102,Geovishap: Pyro
26040103,Geovishap: Cryo
26040104,Geovishap: Electro
26040105,Geovishap: Hydro (Mechanicus)
26050101,Primo Geovishap: Hydro
26050201,Primo Geovishap: Pyro
26050301,Primo Geovishap: Cryo
26050401,Primo Geovishap: Electro
26050501,Primo Geovishap (Event)
26050601,Drake_DeepSea_Water_01
26050701,Drake_Deepsea_Ice_01
26050702,Drake_Deepsea_Ice_03
26050801,Drake_Deepsea_Electric_01
26050802,Drake_Deepsea_Electric_03
26050901,Drake_DeepSea_Water_02
26051001,Drake_Deepsea_Ice_02
26051101,Drake_Deepsea_Electric_02
26060101,Electro Cicin
26060201,Hydro Cicin
26060301,Cryo Cicin
26080101,Eldritch_Minor
26090101,Fungus_Un_Gamma_Water_01
26090190,Fungus_Un_Gamma_Water_Enemy
26090191,Fungus_Un_Gamma_Water_01_Capture
26090201,Fungus_Un_Delta_Grass_01
26090202,Fungus_Un_Delta_Grass_01_02
26090290,Fungus_Un_Delta_Grass_Enemy
26090291,Fungus_Un_Delta_Grass_01_Capture
26090301,Fungus_Un_Delta_Wind_01
26090390,Fungus_Un_Delta_Wind_Enemy
26090391,Fungus_Un_Delta_Wind_01_Capture
26090401,Fungus_Trois_Epsilon_Electric_01
26090490,Fungus_Trois_Epsilon_Electric_Enemy
26090491,Fungus_Trois_Epsilon_Electric_01_Capture
26090501,Fungus_Trois_Alpha_Ice_01
26090590,Fungus_Trois_Alpha_Ice_Enemy
26090591,Fungus_Trois_Alpha_Ice_01_Capture
26090601,Fungus_Trois_Gamma_Fire_01
26090690,Fungus_Trois_Gamma_Fire_Enemy
26090691,Fungus_Trois_Gamma_Fire_01_Capture
26090701,Fungus_Deux_Alpha_Fire_01
26090790,Fungus_Deux_Alpha_Fire_Enemy
26090791,Fungus_Deux_Alpha_Fire_01_Capture
26090801,Fungus_Deux_Epsilon_Wind_01
26090890,Fungus_Deux_Epsilon_Wind_Enemy
26090891,Fungus_Deux_Epsilon_Wind_01_Capture
26090901,Fungus_Deux_Beta_Rock_01
26090990,Fungus_Deux_Beta_Rock_Enemy
26090991,Fungus_Deux_Beta_Rock_01_Capture
26091001,Fungus_Deux_Delta_Electric_01
26091090,Fungus_Deux_Delta_Electric_Enemy
26091091,Fungus_Deux_Delta_Electric_01_Capture
26100101,Gator_Sacred_Water_01
26100201,Panther_Sacred_Grass_01
26100301,Vulture_Sacred_Fire_01
26100401,Scorpion_Sacred_Electric_01
26100501,Chrysopelea_Sacred_Wind_01
26110101,Fungus_Raptor
26120101,Fungus_Amanita_Unu_Anudatta_Grass_01
26120201,Fungus_Amanita_Unu_Svarita_Ices_01
26120301,Fungus_Amanita_Du_Anudatta_Water_01
26120401,Fungus_Amanita_Du_Udatta_Rock_01
26130101,Sandworm
28010101,Golden Crab
28010102,Sun Crab
28010103,Ocean Crab
28010104,General Crab
28010105,Pale Red Crab
28010106,Crab
28010201,Blue Horned Lizard
28010202,Red Horned Lizard
28010203,Green Horned Lizard
28010204,Sunset Loach
28010205,Golden Loach
28010206,Sunny Loach
28010207,Pith Lizard
28010208,Lizard_05
28010301,Frog
28010302,Mud Frog
28010303,Blue Frog
28010304,Frog_04
28010401,Eel_01
28010402,Eel_02
28010403,Eel_03
28010404,Eel_04
28020101,Snow Fox
28020102,Crimson Fox
28020103,Gifting Snow Fox
28020104,Super-Gifting Snow Fox
28020105,Fox_01
28020106,Fox_02
28020107,Fox_02
28020108,Fox_01_03
28020109,Fox_02
28020201,Squirrel
28020202,Squirrel_01
28020301,Forest Boar
28020302,Forest Piglet
28020303,Snowboar
28020304,Great Snowboar King
28020305,Frozen Snowboar
28020306,Boar_06
28020307,Boar_01
28020308,Boar_05
28020309,Boar_09
28020310,Boar_02_Hunt
28020311,Boar_01_Hunt
28020312,Boar_03_Hunt
28020313,Boar_Grass
28020314,Boar_Grass_Small
28020315,Boar_09
28020316,Boar_Grass
28020317,Boar_Grass_Small
28020401,Northland Hound
28020402,Forest-Patrol Hound
28020403,Shiba
28020404,Black-Back Hound
28020405,Shiba
28020406,Northland Hound (Dog Event Special, Extended LoS Range)
28020407,DogPrick_01
28020408,DogPrick_02
28020409,DogPrick_03
28020410,DogPrick_04
28020501,Sapphire
28020502,Jade-Eyed Cat
28020503,Gray Snow Cat
28020504,Northland Cat
28020505,Tiger-Striped Cat
28020506,Sheriff Cat
28020507,Black Cat
28020508,Sapphire
28020509,Gray Snow Cat (Dog Event Special, Extended LoS Range)
28020510,Cat_02
28020511,Cat_03
28020512,Cat_04
28020513,Cat_05
28020601,Snow Weasel
28020602,Red-Tailed Weasel
28020603,Boot Weasel
28020604,Masked Weasel
28020605,Marten_05
28020701,Kitsune
28020702,Kitsune (Dog Event Special, Extended LoS Range)
28020801,Bake-Danuki
28020802,Inu_Tanuki_02
28020803,Inu_Tanuki_03
28020901,Samurai Dog (Patrol)
28020902,Samurai Dog (Combat)
28020903,Inu_Shihandai_03
28020904,Inu_Shihandai_04
28021001,Tortoise_01
28030101,Azure Crane
28030102,Violet Ibis
28030103,Crane_01
28030104,Crane_01_Lbis
28030105,Crane_01
28030201,Brownwing Falcon
28030202,Umbertail Falcon
28030203,Lapis Glede
28030204,Silkwhite Falcon
28030301,White Pigeon
28030302,Brightcrown Pigeon
28030303,Graywing Pigeon
28030304,Crimsonflank Pigeon
28030305,Black King Pigeon
28030306,Duck
28030307,White Pigeon
28030308,Brightcrown Pigeon
28030309,Graywing Pigeon
28030310,Crimsonflank Pigeon
28030311,Black King Pigeon
28030312,Pigeon_01
28030313,Pigeon_Beak_01
28030314,Crow_01
28030315,Pigeon_Beak_01
28030401,Crimson Finch
28030402,Golden Finch
28030403,Snow Finch
28030404,Emerald Finch
28030405,Tit_06
28030406,Tit_01
28030407,Tit_02
28030408,Tit_03
28030409,Tit_04
28030410,Tit_04
28030501,Scarletbeak Duck
28030502,Emerald Duck
28030504,Wigeon_01
28030505,Wigeon_01
28040101,Black-Back Bass
28040102,Blue-Fin Bass
28040103,Golden Bass
28040104,Black-Back Bass
28040105,Black-Back Bass
28040106,Blue-Fin Bass
28040107,Golden Bass
28040108,Fish_08
28040201,Medaka
28040202,Glaze Medaka
28040203,Sweet-Flower Medaka
28040204,Aizen Medaka
28040205,Dawncatcher
28040206,Crystalfish
28040301,Lunged Stickleback
28040302,Betta
28040303,Venomspine Fish
28040304,Akai Maou
28040305,Snowstrider
28040401,Golden Koi
28040402,Rusty Koi
28040501,Brown Shirakodai
28040502,Purple Shirakodai
28040503,Tea-Colored Shirakodai
28040504,Abiding Angelfish
28040505,Raimei Angelfish
28040506,Moonfin
28040601,Pufferfish
28040602,Bitter Pufferfish
28040701,Fishable_Ray_Stellamarisidae_01_02
28040702,Fishable_Ray_Stellamarisidae_01_03
28040703,Fishable_Ray_Stellamarisidae_02_01
28040801,Fishable_Maritime_Batdiodan_01
28040802,Fishable_Maritime_Batdiodan_02
28040803,Fishable_Maritime_Batdiodan_03
28040804,Fishable_Maritime_Batdiodan_04
28040901,Fishable_Maritime_Apsva_01
28040902,Fishable_Maritime_Apsva_02
28050101,Anemo Crystalfly
28050102,Geo Crystalfly
28050103,Cryo Crystalfly
28050104,Electro Crystalfly
28050105,Wisp_Tokoyo_01
28050106,Wisp_Grass_01
28050201,Amateur Weasel Thief
28050202,Hoarder Weasel Thief
28050203,Golden Weasel Thief
28050204,Thoarder_Weasel_01
28050211,Amateur Weasel Thief
28050212,Hoarder Weasel Thief
28050213,Golden Weasel Thief
28050221,Thoarder_Weasel_01
28050222,Thoarder_Weasel_02
28050223,Thoarder_Weasel_03
28050301,Boltbug_Lightbug_01
28050401,Boltbug_Scarab_01
28050501,Electrohercules_01
28050502,Electrohercules_02
28050503,Electrohercules_03
28050504,Electrohercules_04
28050505,Electrohercules_05
28050506,Electrohercules_06
28060101,Gator_01
28060102,Gator_Strong_01
